"fid","longitude","latitude","BD","CEC","Fragm","Sand","Silt","Clay","N","OCD","pH","SOC","A00","A01","A02","A03","A04","A05","A06","A07","A08","A09","A10","A11","A12","A13","A14","A15","A16","A17","A18","A19","A20","A21","A22","A23","A24","A25","A26","A27","A28","A29","A30","A31","A32","A33","A34","A35","A36","A37","A38","A39","A40","A41","A42","A43","A44","A45","A46","A47","A48","A49","A50","A51","A52","A53","A54","A55","A56","A57","A58","A59","A60","A61","A62","A63"
43,-79.2416,-7.8785,1.3649,12.8304,16.7491,80.4384,12.086,7.4756,2.8516,14.7357,7.2785,14.8269,-0.0246059207996924,0.0384467512495194,0.166336024605921,-0.0797231833910035,-0.0984236831987697,0.0325413302575932,0.00221453287197232,0.236462898885044,-0.113740868896578,0.124567474048443,0.103406382160707,0.292871972318339,0.0517339484813533,0.0935640138408305,0.0984236831987697,0.0797231833910035,-0.055363321799308,-0.25196462898885,-0.0669896193771626,-0.103406382160707,-0.0354325259515571,0.0415840061514802,-0.108512110726644,0.055363321799308,-0.0842137639369473,0.16,-0.179377162629758,0.179377162629758,-0.0297731641676278,-0.0415840061514802,-0.0384467512495194,-0.0984236831987697,-0.0842137639369473,-0.108512110726644,0.0517339484813533,0.259900038446751,0.0591157247212611,0.0384467512495194,-0.0591157247212611,0.186082276047674,0.135886197616301,-0.0711111111111111,-0.135886197616301,-0.0797231833910035,0.0842137639369473,-0.186082276047674,0.0384467512495194,-0.0935640138408305,-0.113740868896578,0.166336024605921,-0.055363321799308,0.141730103806228,-0.0297731641676278,0.00744329104190696,0.0325413302575932,-0.130165321030373,-0.0199307958477509,-0.0448442906574394,-0.374256055363322,0.0448442906574394,0.186082276047674,-0.206935793925413,0.0222068435217224,0.0157477893118032
44,-79.2264,-7.939,1.3679,13.1866,18.2336,79.4894,11.8255,8.6851,3.9509,14.6091,7.5615,15.2205,-0.00744329104190696,0.17279507881584,0.228896578239139,0.0888273740868896,-0.141730103806228,-0.0711111111111111,0.192910419069589,0.0797231833910035,-0.0271280276816609,0.130165321030373,0.147697039600154,0.336855055747789,-0.0246059207996924,0.0591157247212611,0.103406382160707,0.0842137639369473,0.0325413302575932,-0.276139946174548,-0.192910419069589,-0.0629911572472126,-0.00393694732795079,0.119092656670511,-0.0797231833910035,0.0753556324490581,-0.0517339484813533,0.199861591695502,-0.135886197616301,0.284444444444444,0.0157477893118032,-0.0711111111111111,-0.0415840061514802,-0.0935640138408305,-0.0711111111111111,-0.0797231833910035,-0.0384467512495194,0.267958477508651,-0.0157477893118032,0.0591157247212611,0.0157477893118032,0.0935640138408305,0.0517339484813533,-0.00885813148788927,-0.0448442906574394,-0.0629911572472126,0.00744329104190696,-0.186082276047674,0.0984236831987697,-0.013840830449827,0.0482276047673972,0.0384467512495194,0.01039600153787,0.0157477893118032,0.0271280276816609,0.0448442906574394,0.0842137639369473,-0.0935640138408305,-0.186082276047674,-0.0199307958477509,-0.327812379853902,-0.00393694732795079,0.0517339484813533,-0.179377162629758,0.0415840061514802,0.0711111111111111
45,-79.1856,-7.8911,1.4042,14.1718,16.0823,82.5489,10.3408,7.1104,3.8433,13.187,7.7099,10.3341,-0.0415840061514802,0.0842137639369473,0.0842137639369473,-0.0482276047673972,-0.17279507881584,0.0629911572472126,0.0482276047673972,0.192910419069589,-0.0935640138408305,0.0591157247212611,0.103406382160707,0.199861591695502,-0.0448442906574394,0.0842137639369473,0.119092656670511,0.0629911572472126,-0.135886197616301,-0.124567474048443,-0.0753556324490581,0.0591157247212611,-0.0325413302575932,0.135886197616301,-0.108512110726644,-0.0629911572472126,-0.0935640138408305,0.186082276047674,-0.153787004998078,0.113740868896578,-0.0482276047673972,-0.0246059207996924,-0.00615148019992311,-0.0753556324490581,-0.166336024605921,-0.179377162629758,0.141730103806228,0.259900038446751,0.0325413302575932,0.103406382160707,-0.113740868896578,0.17279507881584,0.0120569011918493,-0.108512110726644,-0.153787004998078,-0.0415840061514802,-0.0297731641676278,-0.17279507881584,0.0797231833910035,-0.0384467512495194,-0.01039600153787,0.135886197616301,0.055363321799308,0.119092656670511,-0.0157477893118032,0.0629911572472126,0.0753556324490581,-0.103406382160707,-0.0354325259515571,-0.0669896193771626,-0.292871972318339,0.135886197616301,0.267958477508651,-0.364721261053441,-0.00393694732795079,-0.0325413302575932
46,-79.2616,-7.9395,1.3737,14.687,17.8559,79.3688,13.1847,7.4465,3.2723,13.7812,7.7698,13.5764,-0.00885813148788927,0.108512110726644,0.0797231833910035,-0.0448442906574394,-0.0629911572472126,0.0325413302575932,0.0984236831987697,0.141730103806228,-0.0271280276816609,0.147697039600154,0.135886197616301,0.292871972318339,0.0199307958477509,0.113740868896578,0.166336024605921,0.0935640138408305,-0.0842137639369473,-0.236462898885044,-0.166336024605921,-0.0325413302575932,-0.0629911572472126,0.0888273740868896,-0.130165321030373,0.0415840061514802,-0.0711111111111111,0.206935793925413,-0.206935793925413,0.186082276047674,-0.0246059207996924,-0.0222068435217224,0.0246059207996924,-0.135886197616301,-0.135886197616301,-0.0984236831987697,0.119092656670511,0.206935793925413,0.0384467512495194,0.124567474048443,0.0384467512495194,0.244152249134948,0.0842137639369473,-0.0246059207996924,-0.0246059207996924,-0.0482276047673972,0.01039600153787,-0.244152249134948,0.0935640138408305,-0.0984236831987697,-0.00221453287197232,0.124567474048443,-0.0157477893118032,0.0448442906574394,-0.0669896193771626,0.0517339484813533,0.147697039600154,-0.0984236831987697,-0.108512110726644,-0.0984236831987697,-0.301422529796232,0.135886197616301,0.141730103806228,-0.199861591695502,-0.00301422529796232,-0.00885813148788927
47,-79.2222,-7.912,1.3781,12.2843,15.708,78.9649,12.7215,8.3136,3.7349,13.2824,7.736,9.879,0.00301422529796232,0.17279507881584,0.0797231833910035,0.013840830449827,-0.186082276047674,0.013840830449827,0.206935793925413,0.228896578239139,0.0753556324490581,0.0517339484813533,0.108512110726644,0.119092656670511,-0.0591157247212611,0.0591157247212611,0.17279507881584,0.192910419069589,-0.17279507881584,0.0482276047673972,-0.0246059207996924,-0.013840830449827,-0.259900038446751,0.055363321799308,-0.0753556324490581,-0.0711111111111111,-0.0669896193771626,0.153787004998078,-0.0271280276816609,0.0669896193771626,-0.206935793925413,-0.0842137639369473,-0.0669896193771626,-0.0711111111111111,-0.17279507881584,-0.199861591695502,0.141730103806228,0.267958477508651,0.00744329104190696,0.00615148019992311,-0.0246059207996924,0.135886197616301,-0.00885813148788927,-0.0120569011918493,-0.267958477508651,-0.0222068435217224,-0.0354325259515571,-0.0482276047673972,-0.0482276047673972,-0.0753556324490581,-0.055363321799308,0.153787004998078,0.0591157247212611,0.135886197616301,-0.0711111111111111,0.0482276047673972,0.108512110726644,0.0271280276816609,-0.0711111111111111,0.00498269896193772,-0.0669896193771626,0.01039600153787,0.292871972318339,-0.292871972318339,-0.0482276047673972,0.0246059207996924
48,-79.2574,-7.9376,1.3636,15.3557,17.275,78.8389,13.2663,7.8948,3.5495,16.8863,7.6286,14.7194,-0.00615148019992311,0.119092656670511,0.147697039600154,0.0199307958477509,-0.0984236831987697,0.0246059207996924,0.0888273740868896,0.124567474048443,-0.013840830449827,0.16,0.17279507881584,0.301422529796232,-0.0384467512495194,0.103406382160707,0.103406382160707,0.0711111111111111,-0.0591157247212611,-0.25196462898885,-0.17279507881584,-0.113740868896578,0.0325413302575932,0.0842137639369473,-0.130165321030373,0.108512110726644,-0.0415840061514802,0.221453287197232,-0.179377162629758,0.228896578239139,-0.0448442906574394,-0.0448442906574394,0.0246059207996924,-0.0797231833910035,-0.0935640138408305,-0.0199307958477509,0.0591157247212611,0.276139946174548,0.0753556324490581,0.0984236831987697,0.0591157247212611,0.16,0.055363321799308,-0.0842137639369473,-0.0271280276816609,-0.0888273740868896,-0.00153787004998078,-0.267958477508651,0.0984236831987697,-0.0711111111111111,-0.013840830449827,0.0935640138408305,-0.00615148019992311,0.055363321799308,-0.103406382160707,0.0448442906574394,0.141730103806228,-0.0797231833910035,-0.153787004998078,-0.055363321799308,-0.276139946174548,0.119092656670511,0.186082276047674,-0.135886197616301,0.0448442906574394,0.00885813148788927
49,-79.236,-7.9349,1.35,14.1729,14.7979,77.4922,13.5078,9,3.9386,16.8147,7.1251,14.3174,-0.0517339484813533,0.0984236831987697,0.124567474048443,0.00885813148788927,-0.214133025759323,-0.0246059207996924,-0.0199307958477509,0.179377162629758,0.0629911572472126,0.0415840061514802,0.199861591695502,0.17279507881584,-0.0888273740868896,0.0797231833910035,0.0384467512495194,0.0325413302575932,-0.17279507881584,-0.192910419069589,0.00393694732795079,-0.0120569011918493,-0.153787004998078,0.0246059207996924,-0.186082276047674,-0.0517339484813533,-0.0842137639369473,0.236462898885044,-0.153787004998078,0.055363321799308,-0.153787004998078,-0.01039600153787,-0.055363321799308,-0.108512110726644,-0.214133025759323,-0.0482276047673972,0.16,0.236462898885044,0.0984236831987697,0.00744329104190696,-0.0297731641676278,0.199861591695502,-0.0157477893118032,0.0325413302575932,-0.0984236831987697,-0.0888273740868896,-0.135886197616301,-0.153787004998078,0.0797231833910035,-0.0753556324490581,0.0157477893118032,0.259900038446751,0.0297731641676278,0.124567474048443,-0.0448442906574394,0.0888273740868896,0.0842137639369473,-0.0384467512495194,-0.0842137639369473,-0.113740868896578,-0.0935640138408305,0.0415840061514802,0.310096116878124,-0.236462898885044,-0.0354325259515571,0.0629911572472126
50,-79.141,-7.7823,1.3874,16.1482,13.1244,75.3257,15.1637,9.5182,1.3926,12.8953,7.7281,13.3767,-0.00153787004998078,0.0669896193771626,0.0753556324490581,0.0222068435217224,-0.147697039600154,-0.0711111111111111,0.103406382160707,0.130165321030373,-0.0325413302575932,0.113740868896578,0.130165321030373,0.355309496347559,-0.00055363321799308,0.055363321799308,0.199861591695502,0.153787004998078,-0.130165321030373,-0.228896578239139,-0.113740868896578,-0.00055363321799308,-0.055363321799308,0.113740868896578,-0.130165321030373,0.00615148019992311,-0.00393694732795079,0.147697039600154,-0.113740868896578,0.16,0.000246059207996924,-0.0888273740868896,-0.0842137639369473,-0.01039600153787,-0.206935793925413,-0.113740868896578,0.0842137639369473,0.244152249134948,0.00615148019992311,0.0935640138408305,-0.01039600153787,0.147697039600154,0.0753556324490581,0.00885813148788927,-0.0842137639369473,-0.124567474048443,0.0120569011918493,-0.147697039600154,0.0271280276816609,-0.0591157247212611,0.0157477893118032,0.108512110726644,0.055363321799308,0.130165321030373,0.0935640138408305,-0.0157477893118032,0.0888273740868896,-0.0935640138408305,-0.0591157247212611,-0.0482276047673972,-0.393694732795079,0.0888273740868896,0.186082276047674,-0.221453287197232,0.00885813148788927,0.0222068435217224
51,-79.2039,-7.8559,1.38,12.6931,19.2852,79.2329,12.2807,8.5466,4.4362,16.9409,7.792,12.716,0.0199307958477509,0.17279507881584,0.0888273740868896,-0.0354325259515571,-0.0935640138408305,0.0325413302575932,0.119092656670511,0.284444444444444,-0.0271280276816609,0.113740868896578,0.135886197616301,0.284444444444444,0.0415840061514802,0.0711111111111111,0.108512110726644,0.141730103806228,-0.16,-0.153787004998078,-0.113740868896578,-0.0157477893118032,-0.0935640138408305,0.0482276047673972,-0.124567474048443,0.0246059207996924,-0.0629911572472126,0.228896578239139,-0.166336024605921,0.147697039600154,-0.119092656670511,-0.0629911572472126,-0.0711111111111111,-0.17279507881584,-0.0888273740868896,-0.16,0.103406382160707,0.199861591695502,0.0711111111111111,0.0842137639369473,-0.0629911572472126,0.130165321030373,-0.0222068435217224,-0.055363321799308,-0.166336024605921,-0.0325413302575932,0.0888273740868896,-0.206935793925413,-0.00055363321799308,-0.0797231833910035,-0.0222068435217224,0.186082276047674,0.0297731641676278,0.103406382160707,-0.055363321799308,0.0842137639369473,0.0120569011918493,-0.0888273740868896,-0.0354325259515571,-0.103406382160707,-0.221453287197232,0.113740868896578,0.147697039600154,-0.292871972318339,-0.0984236831987697,-0.0384467512495194
52,-79.2297,-7.8887,1.3675,11.8338,15.4934,79.5368,12.5861,7.8281,4.6829,15.9126,7.7,14.4266,-0.0325413302575932,0.0888273740868896,0.119092656670511,-0.0753556324490581,-0.214133025759323,0.0325413302575932,0.0797231833910035,0.166336024605921,-0.0271280276816609,0.0482276047673972,0.16,0.119092656670511,-0.0246059207996924,0.0448442906574394,0.103406382160707,0.0669896193771626,-0.153787004998078,-0.147697039600154,-0.0325413302575932,0.0842137639369473,-0.153787004998078,0.0888273740868896,-0.135886197616301,-0.0482276047673972,-0.0984236831987697,0.221453287197232,-0.16,0.0415840061514802,-0.0629911572472126,-0.0888273740868896,-0.0246059207996924,-0.0271280276816609,-0.236462898885044,-0.0753556324490581,0.214133025759323,0.276139946174548,0.0669896193771626,0.0384467512495194,-0.0935640138408305,0.147697039600154,-0.00615148019992311,-0.0753556324490581,-0.179377162629758,-0.0199307958477509,-0.0629911572472126,-0.108512110726644,-0.00221453287197232,-0.0711111111111111,-0.0711111111111111,0.186082276047674,-0.013840830449827,0.17279507881584,-0.00498269896193772,0.0984236831987697,0.0935640138408305,-0.0842137639369473,-0.0448442906574394,-0.0591157247212611,-0.221453287197232,0.153787004998078,0.301422529796232,-0.276139946174548,-0.00615148019992311,-0.000984236831987697
53,-79.1688,-7.8453,1.3814,15.4737,16.014,68.7619,19.6665,11.5353,1.7819,13.5845,7.4731,13.7136,-0.0448442906574394,0.108512110726644,-0.00055363321799308,-0.00744329104190696,-0.124567474048443,0.0591157247212611,0.0842137639369473,0.0888273740868896,-0.0711111111111111,0.0984236831987697,0.221453287197232,0.259900038446751,-0.119092656670511,0.0753556324490581,0.147697039600154,0.103406382160707,-0.166336024605921,0.0935640138408305,-0.0297731641676278,-0.0297731641676278,-0.113740868896578,0.16,-0.141730103806228,-0.0984236831987697,-0.0482276047673972,0.00615148019992311,-0.124567474048443,0.0222068435217224,-0.0629911572472126,-0.130165321030373,0.0482276047673972,-0.055363321799308,-0.147697039600154,-0.244152249134948,0.153787004998078,0.214133025759323,0.0669896193771626,0.0325413302575932,-0.0591157247212611,0.228896578239139,0.00301422529796232,-0.0711111111111111,-0.135886197616301,-0.141730103806228,-0.0797231833910035,-0.119092656670511,0.0222068435217224,-0.0199307958477509,0.0753556324490581,0.166336024605921,0.00744329104190696,0.214133025759323,-0.013840830449827,0.0517339484813533,0.0669896193771626,0.00153787004998078,0.0448442906574394,-0.179377162629758,-0.179377162629758,0.0120569011918493,0.267958477508651,-0.327812379853902,0.0482276047673972,0.0517339484813533
54,-79.2332,-7.9785,1.2,11.1,15.8,79,13.2,7.8,3.58,14.9,7.8,36.2,-0.0669896193771626,-0.0120569011918493,0.0669896193771626,0.0482276047673972,-0.135886197616301,0.0629911572472126,-0.0753556324490581,0.16,0.013840830449827,0.113740868896578,0.301422529796232,0.0935640138408305,-0.147697039600154,0.0384467512495194,0.0842137639369473,-0.0517339484813533,-0.0120569011918493,-0.0711111111111111,-0.055363321799308,-0.00744329104190696,0.17279507881584,0.228896578239139,-0.153787004998078,-0.055363321799308,-0.130165321030373,-0.0384467512495194,-0.0517339484813533,0.0271280276816609,-0.0384467512495194,-0.0517339484813533,0.055363321799308,0.0842137639369473,-0.0935640138408305,-0.192910419069589,-0.0517339484813533,0.214133025759323,0.0415840061514802,0.0984236831987697,-0.0177777777777778,0.346020761245675,-0.00498269896193772,-0.130165321030373,-0.0482276047673972,-0.0842137639369473,-0.0354325259515571,-0.25196462898885,0.113740868896578,0.00055363321799308,0.130165321030373,0.0517339484813533,0.0753556324490581,0.221453287197232,-0.0448442906574394,0.113740868896578,0.0325413302575932,-0.103406382160707,-0.01039600153787,-0.0984236831987697,-0.179377162629758,0.192910419069589,0.284444444444444,-0.166336024605921,0.135886197616301,-6.15148019992311e-05
55,-79.2089,-7.8829,1.3942,13.63,18.046,80.0912,11.6266,8.2822,5.0372,13.747,7.1422,9.2533,0.0448442906574394,0.0629911572472126,0.135886197616301,-0.00885813148788927,-0.0591157247212611,0.0935640138408305,0.0935640138408305,0.16,-0.0177777777777778,0.153787004998078,0.113740868896578,0.284444444444444,-0.0482276047673972,0.0482276047673972,0.192910419069589,0.130165321030373,-0.135886197616301,-0.0629911572472126,-0.0984236831987697,-0.192910419069589,-0.130165321030373,-0.0246059207996924,-0.119092656670511,0.0415840061514802,-0.055363321799308,0.228896578239139,-0.108512110726644,0.17279507881584,-0.0669896193771626,-0.0629911572472126,0.0271280276816609,-0.0246059207996924,-0.0888273740868896,-0.16,0.135886197616301,0.292871972318339,0.141730103806228,-0.0157477893118032,-0.0157477893118032,0.199861591695502,0.0935640138408305,-0.0517339484813533,-0.186082276047674,-0.0711111111111111,0.0517339484813533,-0.108512110726644,-0.0222068435217224,-0.055363321799308,-0.0797231833910035,0.166336024605921,-0.0888273740868896,0.186082276047674,-0.0984236831987697,0.0297731641676278,0.130165321030373,-0.0984236831987697,-0.113740868896578,-0.0629911572472126,-0.17279507881584,0.0797231833910035,0.259900038446751,-0.186082276047674,0.0448442906574394,0.000984236831987697
56,-79.1515,-7.8662,1.4124,12.8203,16.9374,83.1823,9.3952,7.3865,1.4167,12.477,7.8459,9.4951,0.0177777777777778,0.153787004998078,0.119092656670511,0.0591157247212611,-0.103406382160707,-0.0199307958477509,0.0935640138408305,0.0753556324490581,-0.113740868896578,0.113740868896578,0.135886197616301,0.310096116878124,-0.0629911572472126,0.0517339484813533,0.0984236831987697,0.0629911572472126,0.0448442906574394,-0.124567474048443,-0.141730103806228,-0.0517339484813533,0.0984236831987697,0.192910419069589,-0.119092656670511,0.0711111111111111,-0.0482276047673972,0.119092656670511,-0.0517339484813533,0.236462898885044,0.0669896193771626,-0.124567474048443,0.00221453287197232,-0.0157477893118032,-0.0591157247212611,-0.119092656670511,0.0591157247212611,0.310096116878124,0.0271280276816609,0.113740868896578,-0.0448442906574394,0.130165321030373,0.0888273740868896,-0.130165321030373,-0.0797231833910035,-0.108512110726644,0.000246059207996924,-0.192910419069589,0.0482276047673972,0.0177777777777778,0.00498269896193772,0.0753556324490581,-0.0448442906574394,0.147697039600154,0.0591157247212611,0.0669896193771626,0.0935640138408305,-0.0984236831987697,-0.0222068435217224,-0.00498269896193772,-0.444444444444444,0.103406382160707,0.153787004998078,-0.206935793925413,0.0297731641676278,0.0753556324490581
57,-79.1536,-7.8532,1.4096,15.7975,12.2287,77.0348,16.7027,6.3538,1.7581,11.3029,7.7362,8.4624,-0.0888273740868896,0.0517339484813533,0.0984236831987697,0.0984236831987697,-0.141730103806228,-0.0120569011918493,0.0448442906574394,0.113740868896578,-0.00615148019992311,0.0797231833910035,0.301422529796232,0.141730103806228,-0.166336024605921,0.0711111111111111,0.113740868896578,-0.0177777777777778,0.0297731641676278,-0.0935640138408305,0.0325413302575932,0.00498269896193772,0.214133025759323,0.301422529796232,-0.108512110726644,-0.147697039600154,-0.0935640138408305,-0.153787004998078,-0.0120569011918493,0.0120569011918493,0.00301422529796232,-0.0384467512495194,0.119092656670511,0.0753556324490581,-0.0325413302575932,-0.192910419069589,-0.141730103806228,0.228896578239139,-0.0222068435217224,0.103406382160707,-0.00498269896193772,0.192910419069589,0.0297731641676278,-0.103406382160707,-0.0448442906574394,-0.192910419069589,-0.192910419069589,-0.276139946174548,0.0935640138408305,0.00153787004998078,0.108512110726644,-0.0222068435217224,0.0448442906574394,0.199861591695502,-0.0297731641676278,0.0517339484813533,0.0629911572472126,-0.0120569011918493,-0.0157477893118032,-0.0935640138408305,-0.199861591695502,0.0935640138408305,0.221453287197232,-0.166336024605921,0.0935640138408305,-0.0199307958477509
58,-79.2268,-7.9658,1.39,13.2515,18.6193,79.2511,13.0458,7.7031,3.5818,15.0568,7.7,17.0315,0.0384467512495194,0.119092656670511,0.135886197616301,0.0199307958477509,-0.0629911572472126,0.0591157247212611,0.108512110726644,0.166336024605921,-0.135886197616301,0.259900038446751,0.166336024605921,0.267958477508651,-0.0325413302575932,0.135886197616301,0.0325413302575932,0.0271280276816609,-0.0517339484813533,-0.130165321030373,-0.166336024605921,-0.124567474048443,0.0935640138408305,0.113740868896578,-0.16,0.0888273740868896,-0.0448442906574394,0.16,-0.153787004998078,0.276139946174548,0.00885813148788927,-0.0935640138408305,0.0246059207996924,0.0246059207996924,-0.0629911572472126,-0.0669896193771626,-0.00615148019992311,0.318892733564014,0.0482276047673972,0.0753556324490581,0.0325413302575932,0.179377162629758,0.0842137639369473,-0.103406382160707,-0.0842137639369473,-0.0842137639369473,0.0842137639369473,-0.206935793925413,0.130165321030373,-0.0325413302575932,-0.0354325259515571,0.0888273740868896,0.00301422529796232,0.130165321030373,-0.0629911572472126,0.0711111111111111,0.0629911572472126,-0.124567474048443,-0.130165321030373,-0.013840830449827,-0.25196462898885,0.0669896193771626,0.17279507881584,-0.135886197616301,0.113740868896578,-0.0222068435217224
59,-79.26,-7.9177,1.3397,13.8656,17.1261,79.7374,12.8624,7.3184,3.4148,16.0303,7.627,14.7886,-0.0448442906574394,0.147697039600154,0.130165321030373,-0.0629911572472126,-0.166336024605921,-0.00301422529796232,0.00498269896193772,0.259900038446751,0.0591157247212611,0.147697039600154,0.192910419069589,0.186082276047674,0.000246059207996924,0.055363321799308,0.0797231833910035,0.119092656670511,-0.192910419069589,-0.192910419069589,0.00221453287197232,-0.013840830449827,-0.236462898885044,0.0354325259515571,-0.153787004998078,-0.0199307958477509,-0.00744329104190696,0.16,-0.192910419069589,0.0415840061514802,-0.153787004998078,-0.0325413302575932,-0.0984236831987697,-0.0888273740868896,-0.206935793925413,-0.0629911572472126,0.199861591695502,0.244152249134948,0.0797231833910035,0.00393694732795079,-0.0246059207996924,0.186082276047674,0.0157477893118032,0.0157477893118032,-0.135886197616301,-0.0935640138408305,-0.0482276047673972,-0.0984236831987697,0.0384467512495194,-0.0842137639369473,-0.0177777777777778,0.244152249134948,0.0222068435217224,0.179377162629758,-0.0325413302575932,0.00301422529796232,0.0797231833910035,-0.0297731641676278,-0.0246059207996924,-0.103406382160707,-0.16,0.0448442906574394,0.25196462898885,-0.186082276047674,-0.00615148019992311,0.0120569011918493
60,-79.1957,-7.8596,1.386,13.8858,15.9777,79.0503,12.3955,8.5514,4.5934,15.3127,7.5657,13.1366,0.0325413302575932,0.113740868896578,0.135886197616301,0.0222068435217224,-0.0246059207996924,0.013840830449827,0.141730103806228,0.0984236831987697,-0.0354325259515571,0.103406382160707,0.141730103806228,0.327812379853902,-0.0629911572472126,0.0591157247212611,0.199861591695502,0.0935640138408305,-0.0482276047673972,-0.179377162629758,-0.179377162629758,-0.124567474048443,-0.00498269896193772,0.108512110726644,-0.135886197616301,0.0797231833910035,-0.0517339484813533,0.153787004998078,-0.124567474048443,0.259900038446751,0.01039600153787,-0.103406382160707,0.01039600153787,-0.0629911572472126,-0.0797231833910035,-0.141730103806228,0.0888273740868896,0.267958477508651,-0.00393694732795079,0.0629911572472126,-0.0669896193771626,0.135886197616301,0.108512110726644,-0.0797231833910035,-0.119092656670511,-0.0797231833910035,0.0415840061514802,-0.192910419069589,0.0888273740868896,-0.0325413302575932,-0.0482276047673972,0.0753556324490581,-0.000246059207996924,0.108512110726644,-0.0415840061514802,0.00221453287197232,0.119092656670511,-0.108512110726644,-0.119092656670511,-0.0517339484813533,-0.346020761245675,0.108512110726644,0.153787004998078,-0.236462898885044,0.0711111111111111,0.0297731641676278
61,-79.2691,-7.9512,1.27,13.245,18.6893,77.6119,15.0103,7.3779,3.0778,15.2114,7.8,26.854,0.0354325259515571,0.0199307958477509,0.130165321030373,-0.0325413302575932,-0.166336024605921,0.0384467512495194,0.013840830449827,0.192910419069589,0.0415840061514802,0.147697039600154,0.135886197616301,0.166336024605921,-0.0517339484813533,-0.0415840061514802,0.141730103806228,-0.00221453287197232,-0.0842137639369473,-0.0325413302575932,-0.0753556324490581,-0.013840830449827,-0.0984236831987697,0.0935640138408305,-0.103406382160707,-0.0384467512495194,-0.0888273740868896,0.179377162629758,-0.119092656670511,0.135886197616301,-0.0711111111111111,-0.0842137639369473,-0.0271280276816609,0.0222068435217224,-0.0753556324490581,-0.119092656670511,0.0888273740868896,0.267958477508651,0.199861591695502,0.0222068435217224,-0.01039600153787,0.16,0.108512110726644,-0.0888273740868896,-0.186082276047674,-0.0753556324490581,0.0448442906574394,-0.186082276047674,0.00615148019992311,-0.0935640138408305,-0.0177777777777778,0.236462898885044,-0.0753556324490581,0.221453287197232,-0.0199307958477509,0.130165321030373,0.0797231833910035,-0.055363321799308,-0.0711111111111111,-0.0711111111111111,-0.214133025759323,0.192910419069589,0.327812379853902,-0.267958477508651,0.0888273740868896,0.0354325259515571
62,-79.2645,-7.9472,1.2608,15.6934,18.6773,77.5071,15.1903,7.205,3.014,21.6411,7.7017,24.8242,-0.013840830449827,0.119092656670511,0.0629911572472126,-0.0354325259515571,-0.17279507881584,0.0669896193771626,0.01039600153787,0.124567474048443,0.0325413302575932,0.0842137639369473,0.244152249134948,0.199861591695502,-0.0753556324490581,0.0325413302575932,0.0984236831987697,0.0246059207996924,-0.0629911572472126,-0.0669896193771626,-0.0984236831987697,-0.0482276047673972,-0.0271280276816609,0.199861591695502,-0.119092656670511,-0.0177777777777778,-0.147697039600154,0.0384467512495194,-0.113740868896578,0.119092656670511,-0.108512110726644,-0.147697039600154,0.0797231833910035,0.00744329104190696,-0.0842137639369473,-0.141730103806228,-0.013840830449827,0.292871972318339,0.0591157247212611,0.0517339484813533,-0.0271280276816609,0.244152249134948,0.108512110726644,-0.0669896193771626,-0.0753556324490581,-0.0711111111111111,-0.0669896193771626,-0.221453287197232,0.0711111111111111,-0.0984236831987697,0.0482276047673972,0.0984236831987697,-0.0448442906574394,0.153787004998078,0.0297731641676278,0.17279507881584,0.0384467512495194,-0.0629911572472126,-0.0669896193771626,-0.119092656670511,-0.25196462898885,0.17279507881584,0.301422529796232,-0.259900038446751,0.147697039600154,0.0271280276816609
63,-79.1755,-7.8278,1.438,12.2362,18.365,77.741,11.9559,10.284,1.7338,10.7818,8.0525,10.4349,-0.0797231833910035,0.108512110726644,0.00301422529796232,-0.0753556324490581,-0.124567474048443,-0.0246059207996924,-0.0325413302575932,0.0935640138408305,-0.25196462898885,0.153787004998078,0.166336024605921,0.214133025759323,-0.0984236831987697,0.0797231833910035,0.01039600153787,-0.0271280276816609,0.16,0.0629911572472126,0.0415840061514802,0.113740868896578,0.0984236831987697,0.199861591695502,-0.124567474048443,-0.113740868896578,-0.0629911572472126,-0.0753556324490581,-0.244152249134948,0.0888273740868896,-0.0271280276816609,-0.0797231833910035,0.055363321799308,0.013840830449827,-0.0888273740868896,-0.236462898885044,0.0591157247212611,0.103406382160707,-0.0753556324490581,0.0591157247212611,-0.119092656670511,0.206935793925413,0.0591157247212611,-0.16,-0.124567474048443,-0.108512110726644,-0.103406382160707,-0.214133025759323,0.147697039600154,-0.00744329104190696,0.119092656670511,0.0984236831987697,0.0384467512495194,0.228896578239139,0.103406382160707,0.0222068435217224,0.113740868896578,0.01039600153787,-0.000984236831987697,-0.0669896193771626,-0.206935793925413,0.0711111111111111,0.179377162629758,-0.310096116878124,0.0354325259515571,-0.0271280276816609
